Current Loan Amount_ID,Current Loan Amount_bins,utility,raw_utility,l2_norm,KLDiv,gpt_semantics
0,[0.e+00 1.e+05 5.e+05 1.e+06 1.e+08],0.19999999999999998,-0.19999999999999998,1.0,1.0,4.0
1,[0.e+00 5.e+07 1.e+08],0.9999999999999999,-0.9999999999999999,0.4632421012709673,0.8296752444170832,1.0
2,[       0.  50007710.5 99999999. ],0.9999999999999999,-0.9999999999999999,0.4632328797936468,0.8296752444170832,1.0
3,[       0.   329208. 99999999.],0.9999999999999999,-0.9999999999999999,0.4939657335474238,0.9537132251735122,1.0
6,[       0.   789140. 99999999.],0.9999999999999999,-0.9999999999999999,0.4939603636370113,0.8389632103493829,1.0
7,[       0.     315074.38 99999999.  ],0.9999999999999999,-0.9999999999999999,0.4939658133801624,0.9541684597425002,1.0
8,[       0.   787985.   788909. 99999999.],1.0,-1.0,0.4952354536752941,0.8389632103493829,1.0
9,[0.00000000e+00 3.33333333e+07 6.66666667e+07 1.00000000e+08],0.9999999999999999,-0.9999999999999999,0.4296287564009909,0.8296752444170832,1.0
10,[       0.   33343614.33 99999999.  ],0.9999999999999999,-0.9999999999999999,0.4801059274815847,0.8296752444170832,1.0
11,[       0.     224422.     455128.67 99999999.  ],0.5,-0.5,0.4952423273801484,0.8398163219158953,1.0
12,[       0.   33343614.33 66671806.67 99999999.  ],0.9999999999999999,-0.9999999999999999,0.4296133773028434,0.8296752444170832,1.0
14,[       0.   227854.   789140. 99999999.],0.5,-0.5,0.4952412764390821,0.9718815488194582,1.0
15,[       0.     207427.88   538662.76 99999999.  ],0.5,-0.5,0.4952423842097806,0.8946238867566406,1.0
16,[       0.   136455.   207955.   227249. 99999999.],0.19999999999999998,-0.19999999999999998,0.9970338569701266,0.8922535710086429,1.0
17,[0.0e+00 2.5e+07 5.0e+07 7.5e+07 1.0e+08],0.9999999999999999,-0.9999999999999999,0.6683902981266179,0.8296752444170832,2.0
18,[       0.   25011566.25 99999999.  ],0.9999999999999999,-0.9999999999999999,0.4861370766472865,0.8296752444170832,1.0
19,[       0.    195563.5   329208.    580657.  99999999. ],0.19999999999999998,-0.19999999999999998,0.9983400344683564,0.7726121232240593,1.0
20,[       0.   25011566.25 50007710.5  75003854.75 99999999.  ],0.9999999999999999,-0.9999999999999999,0.6683532435745889,0.8296752444170832,1.0
22,[0.0000000e+00 8.9551000e+04 2.2785400e+05 7.8914000e+05 9.9999999e+07],0.19999999999999998,-0.19999999999999998,0.9987644941630516,0.9480409999307162,1.0
23,[       0.     173633.14   384132.26   637351.75 99999999.  ],0.19999999999999998,-0.19999999999999998,0.998609065519965,0.7900111422245172,1.0
24,"[0.0000000e+00 5.4472000e+04 1.4214200e+05 2.1597400e+05 3.1679175e+05
 9.9999999e+07]",0.0,0.0,0.4935059098435267,0.789677267878407,1.0
25,[0.e+00 2.e+07 4.e+07 6.e+07 8.e+07 1.e+08],0.9999999999999999,-0.9999999999999999,0.5485816584109743,0.8296752444170832,1.0
26,[       0.  20012337.4 99999999. ],0.9999999999999999,-0.9999999999999999,0.4889502999553455,0.8296752444170832,1.0
27,[       0.    171776.    264242.    404668.    736920.8 99999999. ],0.0,0.0,0.4945728985929281,0.7192695690568658,1.0
28,[       0.  20012337.4 40009252.8 60006168.2 80003083.6 99999999. ],0.9999999999999999,-0.9999999999999999,0.5485556270182793,0.8296752444170832,1.0
30,"[0.0000000e+00 8.9551000e+04 2.2785400e+05 3.4761100e+05 7.8914000e+05
 9.9999999e+07]",0.0,0.0,0.4947037622043939,0.8055658585559689,1.0
31,[       0.     120729.15   272730.22   478720.55   724535.78 99999999.  ],0.0,0.0,0.4945427630772203,0.7517537302295443,1.0
32,"[0.0000000e+00 2.1483000e+04 9.4531800e+04 2.0882620e+05 2.3217700e+05
 3.4354980e+05 9.9999999e+07]",0.4285714285714286,-0.4285714285714286,0.4932894340981998,0.7619407942375978,1.0
33,"[0.00000000e+00 1.66666667e+07 3.33333333e+07 5.00000000e+07
 6.66666667e+07 8.33333333e+07 1.00000000e+08]",0.9999999999999999,-0.9999999999999999,0.4702665100939909,0.8296752444170832,1.0
34,[       0.   16679518.17 99999999.  ],0.9999999999999999,-0.9999999999999999,0.4904836628502766,0.8296752444170832,1.0
35,"[       0.     151077.67   224422.     329208.     455128.67   785488.
 99999999.  ]",0.14285714285714288,0.14285714285714288,0.4938510142624062,0.6741045352166171,1.0
36,"[       0.   16679518.17 33343614.33 50007710.5  66671806.67 83335902.83
 99999999.  ]",0.9999999999999999,-0.9999999999999999,0.4702429216500713,0.8296752444170832,1.0
38,"[0.0000000e+00 8.9551000e+04 2.2785400e+05 3.4761100e+05 3.4780900e+05
 7.8914000e+05 9.9999999e+07]",0.08571428571428573,0.08571428571428573,0.4935796524409166,0.8055658585559689,1.0
39,"[0.0000000e+00 9.9858890e+04 2.2797553e+05 3.8729633e+05 5.6123580e+05
 7.4361207e+05 9.9999999e+07]",0.14285714285714288,0.14285714285714288,0.4941212746199107,0.7085807163558752,1.0
40,"[0.0000000e+00 2.1549000e+04 9.6987000e+04 1.9901200e+05 2.2724900e+05
 3.2649100e+05 3.5533300e+05 9.9999999e+07]",0.28571428571428575,-0.28571428571428575,0.4932753182109892,0.7134752671954134,1.0
41,"[0.00000000e+00 1.42857143e+07 2.85714286e+07 4.28571429e+07
 5.71428571e+07 7.14285714e+07 8.57142857e+07 1.00000000e+08]",0.9999999999999999,-0.9999999999999999,0.4102908154297677,0.8296752444170832,1.0
42,[       0. 14298933. 99999999.],0.9999999999999999,-0.9999999999999999,0.4914096726008017,0.8296752444170832,1.0
43,"[       0. 14298933. 28582444. 42865955. 57149466. 71432977. 85716488.
 99999999.]",0.9999999999999999,-0.9999999999999999,0.4102671218678212,0.8296752444170832,1.0
44,"[       0.     133854.29   215996.     275546.86   381678.     533126.
 99999999.  ]",0.14285714285714288,0.14285714285714288,0.4936683431001324,0.6257966765637191,1.0
45,"[0.0000000e+00 8.9551000e+04 2.2785400e+05 2.5846700e+05 3.4761100e+05
 3.4780900e+05 7.8914000e+05 9.9999999e+07]",0.07142857142857144,0.07142857142857144,0.4935760357387966,0.7614797954981374,1.0
46,"[       0.     104120.08   219472.87   324772.62   436854.32   591787.82
   763604.4  99999999.  ]",0.25,0.25,0.4938006694537195,0.6408826657519913,1.0
47,"[0.0000000e+00 2.1483000e+04 8.9959570e+04 1.8128000e+05 2.1647529e+05
 2.3671843e+05 3.1468329e+05 3.4960829e+05 9.9999999e+07]",0.1666666666666667,-0.1666666666666667,0.4932470210847945,0.6907508319428457,1.0
48,"[0.00e+00 1.25e+07 2.50e+07 3.75e+07 5.00e+07 6.25e+07 7.50e+07 8.75e+07
 1.00e+08]",0.9999999999999999,-0.9999999999999999,0.3605987469312419,0.8296752444170832,1.0
49,[       0.   12513494.12 99999999.  ],0.9999999999999999,-0.9999999999999999,0.4920110769798761,0.8296752444170832,1.0
50,"[       0.   12513494.12 25011566.25 37509638.38 50007710.5  62505782.62
 75003854.75 87501926.88 99999999.  ]",0.9999999999999999,-0.9999999999999999,0.3605738695007179,0.8296752444170832,1.0
51,"[       0.    129228.    195563.5   257796.    329208.    433202.
   580657.  99999999. ]",0.21428571428571433,0.21428571428571433,0.4935319602918445,0.5843909439027192,1.0
52,"[0.0000000e+00 8.9551000e+04 2.2785400e+05 2.5846700e+05 2.6988500e+05
 3.4761100e+05 3.4780900e+05 7.8914000e+05 9.9999999e+07]",0.09523809523809526,0.09523809523809526,0.4933776659485714,0.7400514632283776,1.0
53,"[0.0000000e+00 6.7151650e+04 1.4944316e+05 2.4004462e+05 3.3222258e+05
 4.3876431e+05 5.8685361e+05 7.5941712e+05 9.9999999e+07]",0.30952380952380953,0.30952380952380953,0.4935313889721966,0.5932610626352289,1.0
54,"[0.0000000e+00 2.1483000e+04 8.7788250e+04 1.3619650e+05 2.0047225e+05
 2.2774950e+05 2.7048725e+05 3.3289025e+05 3.6617075e+05 9.9999999e+07]",0.06666666666666667,-0.06666666666666667,0.4932043122457937,0.6301281863878272,1.0
55,"[0.00000000e+00 1.11111111e+07 2.22222222e+07 3.33333333e+07
 4.44444444e+07 5.55555556e+07 6.66666667e+07 7.77777778e+07
 8.88888889e+07 1.00000000e+08]",0.9999999999999999,-0.9999999999999999,0.3174536930244789,0.8296752444170832,1.0
56,[       0.   11124819.44 99999999.  ],0.9999999999999999,-0.9999999999999999,0.4924234567082269,0.8296752444170832,1.0
57,"[       0.   11124819.44 22234216.89 33343614.33 44453011.78 55562409.22
 66671806.67 77781204.11 88890601.56 99999999.  ]",0.9999999999999999,-0.9999999999999999,0.3174271071415299,0.8296752444170832,1.0
58,"[       0.     117854.     177794.22   224422.     290952.44   360624.
   455128.67   652033.56 99999999.  ]",0.3333333333333334,0.3333333333333334,0.4934312866846287,0.5424254180156372,1.0
59,"[0.0000000e+00 8.9551000e+04 2.2785400e+05 2.5846700e+05 2.6988500e+05
 2.7968600e+05 3.4761100e+05 3.4780900e+05 7.8914000e+05 9.9999999e+07]",0.13333333333333333,0.13333333333333333,0.4933766725922541,0.7199657396875234,1.0
60,"[0.0000000e+00 7.9725700e+04 1.5423263e+05 2.3122552e+05 3.2397404e+05
 4.3292029e+05 5.3778861e+05 6.4034233e+05 7.6256095e+05 9.9999999e+07]",0.2833333333333333,0.2833333333333333,0.4935058785190004,0.5629296323683615,1.0
61,"[0.0000000e+00 2.1549000e+04 8.7866780e+04 1.3716022e+05 1.9833367e+05
 2.1715589e+05 2.5695633e+05 3.2342200e+05 3.4036200e+05 4.4807033e+05
 9.9999999e+07]",0.01818181818181818,-0.01818181818181818,0.4931968277165109,0.5575702053618559,1.0
62,"[0.e+00 1.e+07 2.e+07 3.e+07 4.e+07 5.e+07 6.e+07 7.e+07 8.e+07 9.e+07
 1.e+08]",0.9999999999999999,-0.9999999999999999,0.2788371328317183,0.8296752444170832,1.0
63,[       0.  10013879.7 99999999. ],0.9999999999999999,-0.9999999999999999,0.492718382808188,0.8296752444170832,1.0
64,"[       0.  10013879.7 20012337.4 30010795.1 40009252.8 50007710.5
 60006168.2 70004625.9 80003083.6 90001541.3 99999999. ]",0.9999999999999999,-0.9999999999999999,0.27880856911334,0.8296752444170832,1.0
65,"[       0.    110990.    171776.    218563.4   264242.    329208.
   404668.    516978.    736920.8 99999999. ]",0.3666666666666667,0.3666666666666667,0.4933594060678995,0.5134252651569597,1.0
66,"[0.0000000e+00 8.9551000e+04 1.5557300e+05 2.2785400e+05 2.5846700e+05
 2.6988500e+05 2.7968600e+05 3.4761100e+05 3.4780900e+05 7.8914000e+05
 9.9999999e+07]",0.2606060606060606,0.2606060606060606,0.4933456717986234,0.6667500456661064,1.0
67,"[0.0000000e+00 8.3273050e+04 1.5563952e+05 2.1503836e+05 2.6580400e+05
 3.3665243e+05 4.3433572e+05 5.4036249e+05 6.3958537e+05 7.6042736e+05
 9.9999999e+07]",0.3696969696969697,0.3696969696969697,0.4933568181237291,0.5150812709035976,1.0
70,[       0.  9104929. 99999999.],0.9999999999999999,-0.9999999999999999,0.4929365185014704,0.8296752444170832,1.0
72,"[       0.   109120.   157014.   211508.   246026.   302360.   354398.
   438372.   543466.   768330. 99999999.]",0.4424242424242424,0.4424242424242424,0.4933103003084911,0.4926792275844452,1.0
77,[       0.    8347470.08 99999999.  ],0.9999999999999999,-0.9999999999999999,0.4931023494657007,0.8296752444170832,1.0
84,[       0.    7706543.31 99999999.  ],0.9999999999999999,-0.9999999999999999,0.4932313320203825,0.8296752444170832,1.0
91,[       0.   7157177.5 99999999. ],0.9999999999999999,-0.9999999999999999,0.4933336114367365,0.8296752444170832,1.0
98,[       0.    6681060.47 99999999.  ],0.9999999999999999,-0.9999999999999999,0.4934160695870712,0.8296752444170832,1.0
105,[       0.    6264458.06 99999999.  ],0.9999999999999999,-0.9999999999999999,0.4934835076582099,0.8296752444170832,1.0
112,[       0.    5896867.71 99999999.  ],0.9999999999999999,-0.9999999999999999,0.4935393575248259,0.8296752444170832,1.0
119,[       0.    5570120.72 99999999.  ],0.9999999999999999,-0.9999999999999999,0.4935861248084945,0.8296752444170832,1.0
126,[       0.    5277768.16 99999999.  ],0.9999999999999999,-0.9999999999999999,0.4936256733196829,0.8296752444170832,1.0
133,[       0.    5014650.85 99999999.  ],0.9999999999999999,-0.9999999999999999,0.4936594126019382,0.8296752444170832,1.0
140,"[0.0000000e+00 9.3928650e+04 2.0766052e+05 2.7056643e+05 3.4429931e+05
 4.4936533e+05 7.8914000e+05 9.9999999e+07]",0.25,0.25,0.4935667044438449,0.6422848514753838,1.0
