danceability_ID,danceability_bins,utility,raw_utility,l2_norm,KLDiv,gpt_semantics
0,[0.  0.3 0.5 0.7 0.9 1. ],0.9999999999999999,0.9999999999999999,1.0,1.0,4.0
1,[0.  0.5 1. ],0.9999999999999999,0.9999999999999999,0.5499650868946852,0.3693353259328559,2.0
2,[0.   0.49 1.  ],0.9999999999999999,0.9999999999999999,0.5501705165100943,0.3588802469724179,1.0
3,[0.   0.64 1.  ],0.9999999999999999,0.9999999999999999,0.5431510344332111,0.529446128721889,1.0
4,[0.   0.49 0.99],0.9999999999999999,0.9999999999999999,0.5513040429850685,0.3629174579292604,1.0
5,[0.   0.64 0.99],0.9999999999999999,0.9999999999999999,0.5442504791859999,0.532928547352661,1.0
6,[0.   0.73 1.  ],0.9999999999999999,0.9999999999999999,0.5377288688509043,0.4571445730371603,1.0
8,[0.   0.21 0.67 1.  ],1.0,1.0,0.6106722702024168,0.6119536016703233,1.0
9,[0.   0.33 0.67 1.  ],1.0,1.0,0.6116261943241614,0.7056411027794601,2.0
10,[0.   0.33 0.66 1.  ],1.0,1.0,0.6119367826562542,0.6898253312546715,1.0
11,[0.   0.57 0.71 1.  ],1.0,1.0,0.6027067012207022,0.8999989822162799,1.0
12,[0.   0.33 0.66 0.99],1.0,1.0,0.6127063958271906,0.6932454978657869,1.0
13,[0.   0.57 0.71 0.99],1.0,1.0,0.6034584001231121,0.9029876871739394,1.0
14,[0.   0.2  0.73 1.  ],1.0,1.0,0.6084191492930731,0.5572917118748675,1.0
15,[0.   0.41 0.61 1.  ],1.0,1.0,0.6121201862512631,0.7810448446141537,1.0
16,[0.   0.18 0.35 0.65 1.  ],1.0,1.0,0.7132224861964669,0.7701427389859493,1.0
17,[0.   0.25 0.5  0.75 1.  ],1.0,1.0,0.7182724320688527,0.907811216001194,3.0
18,[0.   0.25 0.49 0.74 1.  ],1.0,1.0,0.7183494666403889,0.9076007710585612,1.0
19,[0.   0.53 0.64 0.75 1.  ],1.0,1.0,0.7083684418175494,0.837315842844407,1.0
20,[0.   0.25 0.49 0.74 0.99],1.0,1.0,0.7186797916862189,0.9103243941435036,1.0
21,[0.   0.53 0.64 0.75 0.99],1.0,1.0,0.7086945457064879,0.8345922197594646,1.0
22,[0.   0.2  0.49 0.73 1.  ],1.0,1.0,0.7175906228475979,0.917770339165688,1.0
23,[0.   0.36 0.54 0.69 1.  ],1.0,1.0,0.7181868666912504,0.9360422342243524,1.0
24,[0.   0.12 0.26 0.53 0.68 1.  ],0.8999999999999998,0.8999999999999998,0.8855307823640214,0.997960265615707,1.0
25,[0.  0.2 0.4 0.6 0.8 1. ],0.9999999999999999,0.9999999999999999,0.944072382270276,0.843993689673507,2.0
26,[0.   0.2  0.4  0.59 0.79 1.  ],0.9999999999999999,0.9999999999999999,0.9404180537631962,0.8484433806401819,1.0
27,[0.   0.5  0.6  0.68 0.77 1.  ],0.9999999999999999,0.9999999999999999,0.9266537492367636,0.6366646099126371,1.0
28,[0.   0.2  0.39 0.59 0.79 0.99],0.9999999999999999,0.9999999999999999,0.940304112067734,0.836981821376937,1.0
29,[0.   0.5  0.6  0.69 0.77 0.99],0.9999999999999999,0.9999999999999999,0.9265700196518132,0.6341621597702869,1.0
30,[0.   0.2  0.26 0.49 0.73 1.  ],0.8999999999999998,0.8999999999999998,0.8956088103175937,0.9446325522722416,1.0
31,[0.   0.32 0.48 0.6  0.72 1.  ],0.9999999999999999,0.9999999999999999,0.9418767957662428,0.7537549404184822,1.0
32,[0.   0.12 0.25 0.49 0.65 0.73 1.  ],0.942857142857143,0.942857142857143,0.6843280810047607,0.7717685400579629,1.0
33,[0.   0.17 0.33 0.5  0.67 0.83 1.  ],1.0,1.0,0.697812546927814,0.7232319266181484,1.0
34,[0.   0.16 0.33 0.49 0.66 0.82 1.  ],1.0,1.0,0.6961810988991546,0.7258515542857255,1.0
35,[0.   0.48 0.57 0.64 0.71 0.79 1.  ],1.0,1.0,0.7038508536255741,0.4694406000941346,1.0
36,[0.   0.16 0.33 0.49 0.66 0.82 0.99],1.0,1.0,0.6995376572960941,0.7241293409371032,1.0
37,[0.   0.48 0.57 0.64 0.71 0.79 0.99],1.0,1.0,0.7072810250548369,0.467160404531173,1.0
38,[0.   0.2  0.26 0.49 0.73 0.87 1.  ],0.942857142857143,0.942857142857143,0.6994233607903786,0.9161185445411584,1.0
39,[0.   0.29 0.45 0.56 0.67 0.76 1.  ],1.0,1.0,0.7024782619791928,0.5532896135535963,1.0
40,[0.   0.17 0.26 0.41 0.55 0.7  0.82 1.  ],0.9642857142857145,0.9642857142857145,0.599315077700413,0.5879064263729581,1.0
41,[0.   0.14 0.29 0.43 0.57 0.71 0.86 1.  ],0.9642857142857145,0.9642857142857145,0.5978097056968088,0.5860652171332859,1.0
42,[0.   0.14 0.28 0.42 0.56 0.7  0.85 1.  ],0.9642857142857145,0.9642857142857145,0.5981404126409676,0.5754567392545353,1.0
43,[0.   0.46 0.55 0.61 0.67 0.73 0.8  1.  ],1.0,1.0,0.6247054732867829,0.3218550439230278,1.0
44,[0.   0.14 0.28 0.42 0.56 0.7  0.85 0.99],0.9642857142857145,0.9642857142857145,0.6006615353525062,0.5740593591819058,1.0
45,[0.   0.46 0.55 0.61 0.67 0.73 0.8  0.99],1.0,1.0,0.6274063028236475,0.3198386838702179,1.0
46,[0.   0.2  0.26 0.49 0.73 0.87 0.94 1.  ],0.8571428571428573,0.8571428571428573,0.6006065647636603,0.8976787948097957,1.0
47,[0.   0.26 0.4  0.51 0.6  0.68 0.77 1.  ],1.0,1.0,0.6212101324440465,0.419216010569478,1.0
48,[0.   0.09 0.25 0.38 0.51 0.63 0.73 0.87 1.  ],1.0,1.0,0.5332077748031803,0.4579425283007198,1.0
49,[0.   0.12 0.25 0.38 0.5  0.62 0.75 0.88 1.  ],0.9761904761904763,0.9761904761904763,0.5297837519697097,0.4814344223801016,1.0
50,[0.   0.12 0.25 0.37 0.49 0.62 0.74 0.86 1.  ],0.9761904761904763,0.9761904761904763,0.5312529055995845,0.4701676548950998,1.0
51,[0.   0.45 0.53 0.59 0.64 0.7  0.75 0.81 1.  ],0.9761904761904763,0.9761904761904763,0.5655791017051607,0.1995845691040829,1.0
52,[0.   0.12 0.25 0.37 0.49 0.62 0.74 0.86 0.99],0.9761904761904763,0.9761904761904763,0.5334011033859849,0.4691339109537714,1.0
53,[0.   0.45 0.53 0.59 0.64 0.7  0.75 0.81 0.99],0.9761904761904763,0.9761904761904763,0.5679101965216709,0.1977189396274078,1.0
54,[0.   0.2  0.26 0.49 0.73 0.87 0.94 0.96 1.  ],0.5952380952380953,0.5952380952380953,0.5194712809800512,0.8943476176666317,1.0
55,[0.   0.24 0.38 0.48 0.57 0.64 0.72 0.8  1.  ],1.0,1.0,0.5617013170769546,0.2757080945784811,1.0
56,[0.   0.17 0.24 0.38 0.49 0.57 0.69 0.77 0.9  1.  ],0.9833333333333333,0.9833333333333333,0.4826392261313785,0.363376205784618,1.0
57,[0.   0.11 0.22 0.33 0.44 0.56 0.67 0.78 0.89 1.  ],1.0,1.0,0.477454358274111,0.3677958219538575,1.0
58,[0.   0.11 0.22 0.33 0.44 0.55 0.66 0.77 0.88 1.  ],1.0,1.0,0.4797345572797435,0.366934616575213,1.0
59,[0.   0.44 0.52 0.57 0.62 0.67 0.71 0.76 0.82 1.  ],1.0,1.0,0.5172295609768254,0.1013512849922256,1.0
60,[0.   0.11 0.22 0.33 0.44 0.55 0.66 0.77 0.88 0.99],1.0,1.0,0.4816780228762416,0.3680547850552351,1.0
61,[0.   0.44 0.52 0.57 0.62 0.67 0.71 0.76 0.82 0.99],1.0,1.0,0.5193261207541285,0.0996290716436022,1.0
62,[0.   0.2  0.26 0.49 0.73 0.87 0.94 0.95 0.96 1.  ],0.5166666666666667,0.5166666666666667,0.4507240251845648,0.8943476176666317,1.0
63,[0.   0.23 0.37 0.46 0.54 0.61 0.68 0.74 0.82 1.  ],0.9833333333333333,0.9833333333333333,0.5126140508720956,0.1489559372956702,1.0
64,[0.   0.19 0.26 0.38 0.49 0.57 0.65 0.73 0.82 0.9  1.  ],0.9878787878787878,0.9878787878787878,0.4434394658044935,0.170601001624862,1.0
65,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],0.9878787878787878,0.9878787878787878,0.4344669647595391,0.3202082983644476,1.0
66,[0.   0.1  0.2  0.3  0.4  0.49 0.59 0.69 0.79 0.89 1.  ],0.9878787878787878,0.9878787878787878,0.4374340004941401,0.2825953487479095,1.0
67,[0.   0.42 0.5  0.56 0.6  0.64 0.68 0.73 0.77 0.83 1.  ],0.9878787878787878,0.9878787878787878,0.4748430198251679,0.0017222133486233,1.0
68,[0.   0.1  0.2  0.3  0.39 0.49 0.59 0.69 0.79 0.89 0.99],0.9878787878787878,0.9878787878787878,0.4392053066503621,0.2821898914307938,1.0
69,[0.   0.42 0.5  0.56 0.6  0.64 0.69 0.73 0.77 0.83 0.99],0.9757575757575757,0.9757575757575757,0.4767287510850515,0.0,1.0
71,[0.   0.21 0.34 0.43 0.51 0.57 0.64 0.7  0.76 0.82 1.  ],0.9878787878787878,0.9878787878787878,0.4707839618268572,0.0673599128722097,1.0
