SibSp_ID,SibSp_bins,utility,raw_utility,l2_norm,KLDiv,gpt_semantics
0,[0. 1. 2. 3. 4. 5. 6. 7. 8.],0.8999999999999998,-0.8999999999999998,1.0,1.0,4.0
1,[ 0.  5. 10.],0.0,0.0,0.3764214771049055,0.6766978863687538,3.0
2,[0.  2.5 5. ],0.9999999999999999,-0.9999999999999999,0.4586762901137459,0.8413971164002721,1.0
3,[0. 3. 5.],0.9999999999999999,-0.9999999999999999,0.4564281250144915,0.7941575353667489,1.0
5,[0. 5.],0.0,0.0,0.4475269410765472,0.6766978863687538,1.0
6,[0.  3.5 5. ],0.9999999999999999,-0.9999999999999999,0.4535512176086367,0.7941575353667489,1.0
7,[0.   0.28 5.  ],0.9999999999999999,0.9999999999999999,0.460909703860173,0.3290087926793203,1.0
8,[0.  0.5 2.5 5. ],0.5,-0.5,0.4793464305578783,0.1634718712740442,1.0
9,[ 0.    3.33  6.67 10.  ],0.9999999999999999,-0.9999999999999999,0.3908683026635691,0.7941575353667489,1.0
10,[0.   1.67 3.33 5.  ],1.0,-1.0,0.4770470097942294,0.9662515392275044,2.0
13,[0. 1. 5.],0.9999999999999999,-0.9999999999999999,0.461580581346405,0.9281268193707456,1.0
14,[0.  0.5 3.5 5. ],0.5,-0.5,0.4766763947433525,0.2116642551912239,1.0
15,[0.   1.12 5.  ],0.9999999999999999,-0.9999999999999999,0.477643957679866,0.0718731806292544,1.0
16,[0.   0.5  1.83 3.17 5.  ],0.39999999999999997,-0.39999999999999997,0.5057042379042065,0.0337484607724957,1.0
17,[ 0.   2.5  5.   7.5 10. ],0.9999999999999999,-0.9999999999999999,0.4198402238575492,0.8413971164002721,2.0
18,[0.   1.25 2.5  3.75 5.  ],0.7999999999999999,-0.7999999999999999,0.5049020791605845,0.988504946375324,1.0
19,[0. 1. 3. 5.],1.0,-1.0,0.4786776395699869,0.9662515392275044,1.0
22,[0.  0.5 1.5 3.5 5. ],0.39999999999999997,-0.39999999999999997,0.505078051414531,0.0337484607724957,1.0
23,[0.   1.   2.32 5.  ],0.5,-0.5,0.5026810029423522,0.1634718712740442,1.0
24,[0.  0.5 1.5 2.5 3.5 5. ],0.7,-0.7,0.5427700431407876,0.011495053624676,1.0
25,[ 0.  2.  4.  6.  8. 10.],1.0,-1.0,0.4667828233343479,0.8550986744297209,2.0
26,[0. 1. 2. 3. 4. 5.],0.8999999999999998,-0.8999999999999998,0.5442966916660789,1.0,1.0
27,[0. 1. 3. 4. 5.],1.0,-1.0,0.503321134463743,0.9777465928521804,1.0
30,[0.  0.5 1.5 3.5 4.5 5. ],0.7,-0.7,0.5427700431407876,0.0222534071478195,2.0
31,[0. 1. 2. 3. 5.],0.7999999999999999,-0.7999999999999999,0.5382203792733304,0.1419928378703047,1.0
32,[0.  0.5 1.3 2.1 2.9 3.7 5. ],0.7,-0.7,0.5936908713627796,0.011495053624676,1.0
33,[ 0.    1.67  3.33  5.    6.67  8.33 10.  ],1.0,-1.0,0.5375501617642806,0.9662515392275044,1.0
34,[0.   0.83 1.67 2.5  3.33 4.17 5.  ],0.8285714285714287,-0.8285714285714287,0.5987344827536131,0.0,1.0
38,[0.  0.5 1.5 2.5 3.5 4.5 5. ],0.8285714285714287,-0.8285714285714287,0.5992167946378636,0.0,1.0
40,[0.   0.5  1.17 1.83 2.5  3.17 3.83 5.  ],0.7,-0.7,0.664813513633584,0.011495053624676,1.0
41,[ 0.    1.43  2.86  4.29  5.71  7.14  8.57 10.  ],0.7999999999999999,-0.7999999999999999,0.6463938179188985,0.9807274710010332,1.0
42,[0.   0.71 1.43 2.14 3.57 4.29 5.  ],0.8285714285714287,-0.8285714285714287,0.5981989623363376,0.0,1.0
44,[0.   0.71 1.43 2.14 2.86 3.57 4.29 5.  ],0.8285714285714287,-0.8285714285714287,0.6757671688118111,0.0,1.0
48,[0.   0.5  1.07 1.64 2.21 2.79 3.36 3.93 5.  ],0.7,-0.7,0.7745641906630434,0.011495053624676,1.0
49,[ 0.    1.25  2.5   3.75  5.    6.25  7.5   8.75 10.  ],0.7999999999999999,-0.7999999999999999,0.866695705833587,0.988504946375324,1.0
50,[0.   0.62 1.25 2.5  3.12 4.38 5.  ],0.8285714285714287,-0.8285714285714287,0.5977253265590958,0.0,1.0
52,[0.   0.62 1.25 1.88 2.5  3.12 3.75 4.38 5.  ],0.8285714285714287,-0.8285714285714287,0.8000435587503805,0.0,1.0
56,[0.  0.5 1.  1.5 2.  2.5 3.  3.5 4.  5. ],0.8285714285714287,-0.8285714285714287,0.6745413314294191,0.0,2.0
57,[ 0.    1.11  2.22  3.33  4.44  5.56  6.67  7.78  8.89 10.  ],0.8999999999999998,-0.8999999999999998,0.6220013854006206,1.0,1.0
58,[0.   0.56 1.11 2.22 3.33 4.44 5.  ],0.8285714285714287,-0.8285714285714287,0.5973143019319268,0.0,1.0
60,[0.   0.56 1.11 1.67 2.22 2.78 3.33 3.89 4.44 5.  ],0.8285714285714287,-0.8285714285714287,0.6983291677916292,0.0,1.0
64,[0.   0.5  0.94 1.39 1.83 2.28 2.72 3.17 3.61 4.06 5.  ],0.8285714285714287,-0.8285714285714287,0.6225651165597184,0.0,1.0
65,[ 0.  1.  2.  3.  4.  5.  6.  7.  8.  9. 10.],0.8999999999999998,-0.8999999999999998,0.4977402978912509,1.0,1.0
66,[0.  0.5 1.  2.  3.  4.  5. ],0.8285714285714287,-0.8285714285714287,0.5940340379177855,0.0,2.0
68,[0.  0.5 1.  1.5 2.  2.5 3.  3.5 4.  4.5 5. ],0.8285714285714287,-0.8285714285714287,0.6337400629833853,0.0,2.0
74,[0.   0.46 1.36 2.27 3.18 4.09 5.  ],0.8285714285714287,-0.8285714285714287,0.5966594974768715,0.0,1.0
82,[0.   0.42 1.25 2.08 3.33 4.17 5.  ],0.8285714285714287,-0.8285714285714287,0.5963890236761898,0.0,1.0
85,[0.   1.   1.58 5.  ],0.9999999999999999,-0.9999999999999999,0.4797834662693762,0.9281268193707456,1.0
90,[0.   0.38 1.15 2.31 3.08 4.23 5.  ],0.8285714285714287,-0.8285714285714287,0.5961576617709066,0.0,1.0
93,[0. 1. 2. 5.],0.5,-0.5,0.4800160817281711,0.9670259129715844,1.0
98,[0.   0.36 1.07 2.14 3.21 4.29 5.  ],0.8285714285714287,-0.8285714285714287,0.595946443333248,0.0,1.0
106,[0.   0.33 1.   2.   3.   4.   5.  ],0.8285714285714287,-0.8285714285714287,0.593699637375267,0.0,1.0
114,[0.   0.31 1.25 2.19 3.12 4.06 5.  ],0.8285714285714287,-0.8285714285714287,0.5955979904032949,0.0,1.0
122,[0.   0.29 1.18 2.06 3.24 4.12 5.  ],0.8285714285714287,-0.8285714285714287,0.5954508820301616,0.0,1.0
130,[0.   0.28 1.11 2.22 3.06 4.17 5.  ],0.8285714285714287,-0.8285714285714287,0.5953202083153777,0.0,1.0
138,[0.   0.26 1.05 2.1  3.16 4.21 5.  ],0.8285714285714287,-0.8285714285714287,0.5951986971691925,0.0,1.0
146,[0.   0.25 1.   2.   3.   4.   5.  ],0.8285714285714287,-0.8285714285714287,0.5934979674847563,0.0,1.0
153,[0.  0.5 1.5 5. ],0.5,-0.5,0.4793464305578783,0.0718731806292544,1.0
